TIME(10ms),JKA01\JKA01\CTEC_ATAG0@Out.Val(1#核功率),JKA02\JKA01\CTEC_ATAG0@Out.Val(2#核功率),N00\JEG\CTEC_ATAG0@Out.Val(1#一回路压力),N00\JEG\CTEC_ATAG1@Out.Val(2#一回路压力),N00\HEC01\CTEC_ATAG0@Out.Val(1#一回路流量),N20\HEC02\CTEC_ATAG0@Out.Val(2#一回路流量),N00\HEC01\CTEC_ATAG3@Out.Val(1#氦风机转速),N20\HEC02\CTEC_ATAG3@Out.Val(2#氦风机转速),N00\HEC01\CTEC_ATAG1@Out.Val(1#热氦温度),N20\HEC02\CTEC_ATAG1@Out.Val(2#热氦温度),N00\HEC01\CTEC_ATAG2@Out.Val(1#冷氦温度),N20\HEC02\CTEC_ATAG2@Out.Val(2#冷氦温度),N00\HEC01\CTEC_ATAG5@Out.Val(1#热功率),N20\HEC02\CTEC_ATAG5@Out.Val(2#热功率),T00\LBA002\CTEC_ATAG0@Out.Val(1#SG出口温度),T00\LBA003\CTEC_ATAG0@Out.Val(2#SG出口温度),T00\LBA002\1LBA10CP801A@Out.Val(1#SG出口压力),T00\LBA003\2LBA10CP801A@Out.Val(2#SG出口压力),T00\LBA002\1LAB10CF001@Out.Val(1#给水流量),T00\LBA003\2LAB10CF001@Out.Val(2#给水流量),T00\LAB001\CTEC_ATAG23@Out.Val(1#给水温度),T00\LAB001\CTEC_ATAG25@Out.Val(2#给水温度),T00\LBA001\CTEC_ATAG10@Out.Val(蒸汽母管温度),T00\LBA001\CTEC_ATAG9@Out.Val(蒸汽母管压力),T00\LBA001\CTEC_ATAG26@Out.Val(主蒸汽流量),E00\GEN\CTEC_ATAG0@Out.Val(发电机功率),E00\GEN\CTEC_ATAG1@Out.Val(汽轮机转速)
116388,1.585291E-04,186.2409,7.674618,6.960104,5.106062E-03,130.1292,0,3807.711,512.8099,549.0804,253.7752,244.4343,8.811355E-03,211.1042,154.7668,492.3423,5.932223,13.19126,0,77.98351,35.00196,133.9013,492.2737,13.16544,31.72783,31.17974,3000
116421,1.57719E-04,186.2395,7.674618,6.960116,2.218598E-03,130.128,0,3807.66,512.8099,549.0763,253.7733,244.4283,0.0130462,211.0915,154.7673,492.336,5.928585,13.19114,0,78.11462,35.00195,133.8827,492.2659,13.16534,31.69549,31.15,3000
116454,1.573144E-04,186.236,7.674611,6.960126,8.870474E-04,130.1273,0,3807.62,512.81,549.0723,253.7733,244.4224,1.230341E-02,211.0774,154.768,492.3296,5.924214,13.19117,0,77.96518,35.00192,133.8622,492.2576,13.16538,31.66488,31.13319,3000
116486,1.569091E-04,186.2379,7.674603,6.960148,1.102314E-02,130.1263,0,3807.588,512.8104,549.0682,253.7733,244.4167,1.133042E-02,211.0818,154.7686,492.3234,5.919835,13.19114,0,77.95762,35.00191,133.8414,492.2494,13.16535,31.64606,31.09257,3000
116516,1.561032E-04,186.2453,7.674613,6.96016,1.601117E-03,130.1256,0,3807.56,512.8104,549.0641,253.7715,244.4111,8.594316E-03,211.0769,154.7692,492.3185,5.915451,13.1911,0,78.13691,35.00191,133.8186,492.2415,13.16531,31.62201,31.07446,3000
116553,1.557026E-04,186.2373,7.674605,6.960173,2.549998E-04,130.1251,0,3807.51,512.8105,549.056,253.7715,244.4007,1.332292E-02,211.0412,154.7696,492.3148,5.912524,13.19122,0,78.38032,35.00191,133.8025,492.2371,13.16543,31.60724,31.05089,3000
116585,1.549071E-04,186.2387,7.674593,6.960186,5.703454E-03,130.1249,0,3807.485,512.8109,549.0519,253.7715,244.3958,1.436816E-02,210.9862,154.7701,492.3125,5.908863,13.19157,0,78.1329,35.00191,133.7858,492.2327,13.16576,31.59901,31.02514,3000
116618,1.541115E-04,186.2412,7.674592,6.960216,2.483775E-03,130.1245,0,3807.46,512.811,549.0477,253.7697,244.391,7.944555E-03,211.001,154.7708,492.31,5.904463,13.19181,0,78.00071,35.00191,133.7655,492.2269,13.16601,31.59812,31.01516,3000
116651,1.537144E-04,186.2492,7.674584,6.960232,8.870974E-04,130.1236,0,3807.418,512.8112,549.0394,253.7697,244.3825,1.283723E-02,211.047,154.7713,492.3061,5.900794,13.19189,0,78.26992,35.00191,133.7462,492.2217,13.16606,31.60002,31.0095,3000
116680,1.513621E-04,186.2497,7.674544,6.960331,4.923148E-03,130.1271,0,3807.281,512.8116,549.0224,253.7679,244.3659,1.391428E-02,211.0846,154.6382,492.2956,5.888319,13.19231,0,78.10487,35.00191,133.6859,492.2068,13.16646,31.5655,30.96221,3000
116780,1.513621E-04,186.2533,7.674544,6.960331,4.923148E-03,130.1271,0,3807.281,512.8116,549.0224,253.7679,244.3659,1.391428E-02,211.0846,154.6383,492.2948,5.887584,13.19231,0,78.15535,35.00191,133.682,492.2058,13.16646,31.56075,30.95255,3000
116784,1.513621E-04,186.2533,7.674544,6.960331,4.923148E-03,130.1279,0,3807.225,512.8116,549.018,253.7679,244.3616,1.391428E-02,211.0712,154.6384,492.294,5.886849,13.19232,0,78.20853,35.00191,133.6782,492.2049,13.16646,31.5579,30.95255,3000
116817,1.505887E-04,186.2571,7.674541,6.96035,1.032047E-02,130.1278,0,3807.167,512.8116,549.0137,253.7679,244.3568,1.123257E-02,211.0848,154.6388,492.2911,5.883908,13.19237,0,78.18047,35.00191,133.6637,492.2014,13.16651,31.54403,30.93824,3000
116849,1.502024E-04,186.2488,7.674548,6.960368,1.80561E-03,130.1271,0,3807.113,512.8116,549.0095,253.7661,244.3515,7.696753E-03,211.0972,154.6392,492.2881,5.880964,13.19247,0,78.03238,35.00191,133.6504,492.1982,13.16661,31.52768,30.92505,3000
116945,1.486634E-04,186.2478,7.674529,6.960441,2.083082E-03,130.1257,0,3806.958,512.8117,548.9924,253.7644,244.3273,8.101936E-03,211.1091,154.6409,492.2726,5.869157,13.19222,0,78.11924,35.00191,133.5925,492.1828,13.16638,31.46232,30.86284,3000
117045,1.423074E-04,186.2651,7.67445,6.960696,0,130.1288,0,3806.413,512.8121,548.9373,253.7545,244.2411,1.354154E-02,211.1974,154.5122,492.1905,5.826,13.19308,0,77.90736,35.00191,133.3859,492.1249,13.1672,31.32813,30.69653,3000
117332,1.379854E-04,186.2667,7.674406,6.960827,8.865348E-03,130.1271,0,3805.946,512.8128,548.9022,253.7506,244.1599,1.253652E-02,211.1258,154.5171,492.0905,5.791404,13.19164,0,78.05483,35.00191,133.2202,492.0396,13.16588,31.02357,30.39828,3000
117610,1.379854E-04,186.2667,7.674407,6.960842,3.377956E-03,130.1271,0,3805.946,512.8129,548.9022,253.7488,244.1599,9.76156E-03,211.1258,154.5172,492.089,5.79065,13.19168,0,78.03956,35.00191,133.2165,492.0378,13.16591,31.01882,30.39828,3000
117709,1.365717E-04,186.2674,7.67439,6.960889,9.264826E-03,130.1244,0,3805.875,512.8134,548.8877,253.7488,244.1407,1.284953E-02,211.1064,154.3843,492.0692,5.778567,13.19191,0,78.01267,35.00191,133.1591,492.0095,13.16613,30.98415,30.34579,3000
117742,1.358739E-04,186.2683,7.674393,6.960907,1.229426E-03,130.1235,0,3805.852,512.3206,548.8842,253.7471,244.1372,9.726634E-03,211.1267,154.3847,492.0629,5.775557,13.19189,0,77.82628,35.00191,133.1456,492.0025,13.16611,30.96991,30.32925,3000
117774,1.355253E-04,186.2708,7.674378,6.960926,3.564058E-05,130.1245,0,3805.831,512.3206,548.8804,253.747,244.134,1.453948E-02,211.1114,154.3853,492.0548,5.771158,13.19169,0,77.82474,35.00191,133.1245,491.9916,13.16592,30.94493,30.31273,3000
117808,1.348293E-04,186.2663,7.674367,6.960967,7.679109E-03,130.1253,0,3805.758,512.3207,548.8731,253.747,244.1278,1.239603E-02,211.1234,154.3857,492.0493,5.768302,13.19151,0,77.79383,35.00191,133.11,491.9843,13.16576,30.91429,30.26802,3000
117841,1.344819E-04,186.2649,7.674366,6.960987,5.753808E-03,130.1246,0,3805.719,512.3208,548.8693,253.747,244.1243,1.078557E-02,211.1319,154.3864,492.0405,5.763371,13.19124,0,77.97088,35.00191,133.0834,491.9723,13.1655,30.86806,30.24253,3000
117874,1.337948E-04,186.2697,7.674366,6.961008,2.234122E-04,130.1263,0,3805.685,512.3208,548.8657,253.7452,244.1202,0.0144395,211.1218,154.3869,492.0354,5.759844,13.19123,0,77.94651,35.00191,133.0648,491.9649,13.1655,30.83597,30.21239,3000
117907,1.334515E-04,186.2731,7.674352,6.96103,0,130.1261,0,3805.636,512.3207,548.862,253.7452,244.1157,0.0144483,211.1042,154.3875,492.0298,5.755607,13.19125,0,77.87125,35.00191,133.0432,491.9565,13.16552,30.81945,30.17212,3000
117941,1.327662E-04,186.2699,7.674263,6.961071,0.0086697,130.1254,0,3805.591,512.3207,548.8582,253.7452,244.1109,5.113232E-03,211.1202,154.3882,492.0244,5.750654,13.19131,0,78.28299,35.00191,133.0144,491.9477,13.16559,30.79596,30.15664,3000
117974,1.324276E-04,186.2689,7.674262,6.961092,0,130.1247,0,3805.52,512.3207,548.851,253.7434,244.1,2.124082E-03,211.1104,154.3888,492.0221,5.746403,13.19177,0,78.31777,35.00191,132.9906,491.9425,13.16603,30.78201,30.13297,3000
118007,1.320879E-04,186.2742,7.674251,6.961114,0,130.1228,0,3805.487,512.3207,548.8474,253.7433,244.0943,1.075079E-02,211.0756,154.3893,492.0216,5.742857,13.19233,0,78.3071,35.00191,132.9718,491.9392,13.16657,30.78623,30.11745,3000
118040,1.314096E-04,186.2778,7.674242,6.961137,1.223419E-02,130.1234,0,3805.468,512.3208,548.8438,253.7433,244.0889,8.959271E-03,211.0984,154.3899,492.0209,5.738596,13.19296,0,78.14317,35.00191,132.9504,491.9353,13.16717,30.79721,30.11468,3000
118073,1.31071E-04,186.2698,7.674266,6.961163,0.0142809,130.1226,0,3805.44,512.3209,548.8404,253.7433,244.0841,5.668488E-03,211.0692,154.3903,492.0196,5.735754,13.19322,0,78.2058,35.00191,132.9352,491.9323,13.16742,30.80763,30.11447,3000
118106,1.304013E-04,186.2712,7.674289,6.961187,6.383776E-03,130.1227,0,3805.416,512.3209,548.8368,253.7412,244.0797,5.709176E-03,211.0962,154.2563,492.0176,5.732197,13.19347,0,78.54116,35.00191,132.9142,491.9284,13.16764,30.82001,30.11563,3000
118139,1.300668E-04,186.2784,7.674291,6.961239,0,130.1227,0,3805.387,512.3209,548.8332,253.7371,244.0757,1.154054E-02,211.1204,154.2569,492.016,5.727921,13.19401,0,78.4773,35.00191,132.8912,491.9253,13.16815,30.83209,30.1156,3000
118172,1.293989E-04,186.2705,7.674283,6.961266,0,130.1257,0,3805.313,512.3209,548.8263,253.7371,244.0685,0,211.1198,154.2575,492.0138,5.723642,13.1946,0,78.20868,35.00191,132.8707,491.9227,13.16872,30.84627,30.11529,3000
118205,1.290655E-04,186.2723,7.674212,6.961289,8.906063E-03,130.1254,0,3805.257,512.3209,548.8228,253.7371,244.0652,5.687395E-03,211.0965,154.2579,492.0111,5.720787,13.19481,0,78.199,35.00191,132.8564,491.9202,13.16891,30.85736,30.11953,3000
118239,1.284061E-04,186.275,7.674214,6.961311,0,130.1256,0,3805.204,512.3209,548.8194,253.7353,244.0612,1.018059E-03,211.1304,154.2585,492.0045,5.716498,13.19479,0,78.22031,35.00191,132.8345,491.9151,13.16888,30.87127,30.12222,3000
118271,1.277468E-04,186.2715,7.674208,6.961333,0,130.1244,0,3805.156,512.3209,548.8159,253.7353,244.0561,1.073035E-02,211.1299,154.259,491.9977,5.71292,13.19466,0,78.11533,35.00191,132.8168,491.91,13.16874,30.87605,30.12246,3000
118304,1.274191E-04,186.271,7.674201,6.961375,9.717974E-03,130.1249,0,3805.082,512.321,548.8089,253.7353,244.0431,5.514184E-03,211.1686,154.2597,491.988,5.70862,13.1944,0,77.82087,35.00191,132.7974,491.9033,13.16849,30.85143,30.11995,3000
118337,1.270942E-04,186.2733,7.67421,6.961394,4.19791E-03,130.1253,0,3805.042,512.321,548.8052,253.7332,244.0361,5.093415E-03,211.1777,154.2603,491.9762,5.704314,13.1939,0,77.73883,35.00191,132.7771,491.895,13.16802,30.80978,30.07965,3000
118369,1.264416E-04,186.2805,7.674212,6.961412,0,130.1266,0,3804.998,512.321,548.8018,253.7332,244.0285,1.120962E-02,211.2321,154.2609,491.9627,5.700008,13.1933,0,78.02098,35.00191,132.7537,491.8858,13.16746,30.73381,30.04696,3000
118403,1.261173E-04,186.2854,7.674201,6.96143,2.235609E-03,130.1265,0,3804.947,512.321,548.7983,253.7332,244.0201,1.006186E-02,211.2453,154.2614,491.9524,5.696422,13.19308,0,78.23198,35.00191,132.7334,491.8791,13.16725,30.69203,30.00324,3000
118436,1.254697E-04,186.293,7.674211,6.961462,1.019575E-02,130.1283,0,3804.898,512.3211,548.7948,253.731,244.011,6.446141E-03,211.2506,154.2619,491.9435,5.692833,13.19318,0,78.17444,35.00191,132.7148,491.8735,13.16737,30.65427,29.95409,3000
118530,1.241877E-04,186.2929,7.67422,6.9615,7.504664E-03,130.1282,0,3804.663,512.3213,548.7806,253.731,243.9699,0.0103717,211.2516,154.1292,491.915,5.681327,13.19365,0,78.33641,35.00191,132.6552,491.8531,13.16781,30.63243,29.90693,3000
118535,1.241877E-04,186.2929,7.67422,6.9615,7.504664E-03,130.1282,0,3804.663,512.3213,548.7806,253.731,243.9699,0.0103717,211.2516,154.1293,491.9134,5.680607,13.1937,0,78.30472,35.00191,132.6514,491.8517,13.16785,30.6297,29.90693,3000
118568,1.2355E-04,186.3006,7.674226,6.961524,0,130.1265,0,3804.62,512.3213,548.777,253.7249,243.9599,7.444723E-03,211.2444,154.1298,491.905,5.677003,13.19398,0,78.3132,35.00191,132.633,491.8453,13.16812,30.62674,29.8984,3000
118601,1.232349E-04,186.2933,7.674212,6.961538,0,130.1266,0,3804.592,512.3213,548.7733,253.7249,243.9508,1.093748E-02,211.2439,154.1303,491.8965,5.673394,13.19423,0,78.29679,35.00191,132.6149,491.8384,13.16836,30.627,29.89115,3000
118634,1.229188E-04,186.2928,7.674201,6.961551,5.172546E-03,130.1266,0,3804.525,512.3213,548.7661,253.7249,243.937,6.302736E-03,211.235,154.1309,491.8857,5.669059,13.1945,0,78.41835,35.00191,132.5923,491.8297,13.16862,30.62951,29.88192,3000
118668,1.222876E-04,186.2975,7.674198,6.961564,1.012501E-02,130.1261,0,3804.492,512.3213,548.7624,253.7249,243.9318,6.11265E-03,211.2205,154.1315,491.8746,5.66472,13.1948,0,78.25619,35.00191,132.5713,491.8207,13.1689,30.63215,29.87813,3000
118701,1.216597E-04,186.3009,7.674207,6.961576,4.653551E-04,130.1272,0,3804.461,512.3213,548.7587,253.7229,243.9269,6.605613E-03,211.2266,154.1321,491.8617,5.660376,13.1949,0,77.97304,35.00191,132.5522,491.8105,13.16899,30.63485,29.87446,3000
118734,1.213462E-04,186.2971,7.67419,6.961601,5.080786E-03,130.1267,0,3804.419,512.3213,548.7549,253.7229,243.9216,1.039013E-02,211.2535,154.1326,491.8491,5.65675,13.19468,0,77.97114,35.00191,132.535,491.8003,13.16877,30.62708,29.86457,3000
118767,1.207263E-04,186.2966,7.674188,6.961613,8.014615E-03,130.1264,0,3804.381,512.3213,548.7512,253.7229,243.9163,6.350057E-03,211.2482,154.1331,491.8354,5.65312,13.19434,0,77.83208,35.00191,132.5184,491.7892,13.16845,30.58464,29.84375,3000
118799,1.204166E-04,186.3012,7.67419,6.961626,0,130.1276,0,3804.296,512.3213,548.7435,253.7211,243.9043,7.087183E-03,211.2876,154.1337,491.8178,5.648761,13.19384,0,77.80798,35.00191,132.4979,491.7753,13.16799,30.53551,29.81748,3000
118833,1.198015E-04,186.3045,7.674176,6.961637,0,130.1285,0,3804.25,512.3213,548.7396,253.7211,243.8978,1.127446E-02,211.2611,154.1342,491.8058,5.645853,13.1935,0,77.9183,35.00191,132.483,491.7658,13.16767,30.49494,29.76372,3000
118866,1.194928E-04,186.2957,7.674162,6.961648,6.932944E-03,130.1299,0,3804.198,512.3214,548.7357,253.7211,243.8909,9.96982E-03,211.2739,154.1347,491.7914,5.642212,13.19324,0,78.17369,35.00191,132.4633,491.7542,13.16743,30.43484,29.72652,3000
118899,1.188792E-04,186.2976,7.674165,6.961659,9.270688E-03,130.1284,0,3804.135,512.3214,548.7316,253.7211,243.8834,6.30782E-03,211.3024,154.1351,491.7808,5.639296,13.19322,0,78.38981,35.00191,132.4469,491.7456,13.16742,30.4055,29.70013,3000
118932,1.185743E-04,186.2989,7.674184,6.961679,4.154585E-03,130.1284,0,3804.091,512.3216,548.7275,253.7189,243.8751,1.077057E-02,211.2782,154.1356,491.7694,5.635651,13.19353,0,78.42873,35.00191,132.4279,491.736,13.16772,30.38243,29.66441,3000
118964,1.182718E-04,186.294,7.674189,6.961691,5.796421E-03,130.1266,0,3804.005,512.3217,548.7198,253.7189,243.8561,1.105292E-02,211.2743,154.1362,491.757,5.63127,13.19408,0,78.38184,35.00191,132.4062,491.7249,13.16825,30.38228,29.65409,3000
118998,1.176646E-04,186.2968,7.674201,6.961703,7.111971E-03,130.1271,0,3803.979,512.3218,548.7159,253.7189,243.8465,6.766103E-03,211.2809,154.0026,491.7447,5.626884,13.19458,0,78.1757,35.00191,132.3863,491.7133,13.16874,30.39029,29.65011,3000
119031,1.173627E-04,186.3004,7.674212,6.961717,5.156555E-03,130.126,0,3803.946,512.3218,548.712,253.7168,243.8373,7.145343E-03,211.2676,154.0032,491.7331,5.622495,13.19473,0,78.07692,35.00191,132.366,491.6997,13.16886,30.4016,29.64697,3000
119064,1.167631E-04,186.2945,7.674204,6.961747,0,130.1262,0,3803.918,512.3218,548.7083,253.7127,243.8292,8.298741E-03,211.2656,154.0037,491.7175,5.618831,13.19459,0,78.06845,35.00191,132.3487,491.6871,13.16871,30.40763,29.64521,3000
119097,1.164623E-04,186.2952,7.674193,6.961764,5.879509E-03,130.1264,0,3803.889,512.3218,548.7043,253.7127,243.8222,6.934799E-03,211.2747,154.0042,491.7039,5.615164,13.19436,0,77.95541,35.00191,132.332,491.674,13.16849,30.40014,29.64314,3000
119130,1.158643E-04,186.3016,7.674192,6.961781,7.674373E-03,130.1284,0,3803.815,512.3218,548.6967,253.7127,243.8119,7.13808E-03,211.2757,154.0049,491.6875,5.610761,13.19407,0,77.9501,35.00191,132.3113,491.6584,13.16823,30.351,29.59885,3000
119161,1.155671E-04,186.306,7.674196,6.961797,0,130.1293,0,3803.763,512.3218,548.6928,253.7107,243.8077,7.894154E-03,211.2835,154.0055,491.6707,5.606351,13.19379,0,78.07987,35.00191,132.2894,491.6427,13.16796,30.30177,29.57483,3000
119199,1.149767E-04,186.3154,7.674179,6.961823,7.023879E-03,130.1293,0,3803.707,512.3218,548.6893,253.7107,243.8035,1.048401E-02,211.2991,154.0061,491.6547,5.601939,13.19366,0,78.14538,35.00191,132.2674,491.6276,13.16785,30.26748,29.54385,3000
119227,1.146805E-04,186.3082,7.674182,6.961834,8.81941E-03,130.1291,0,3803.655,512.3219,548.6857,253.7107,243.7984,7.135649E-03,211.2941,154.0066,491.6421,5.598261,13.19367,0,78.09282,35.00191,132.2499,491.6154,13.16786,30.24479,29.4556,3000
119260,1.140916E-04,186.3079,7.674187,6.961845,6.510614E-03,130.1273,0,3803.565,512.3219,548.6783,253.7086,243.7848,6.360716E-03,211.3166,154.0072,491.6298,5.594584,13.1937,0,78.10559,35.00191,132.2319,491.6032,13.16789,30.22491,29.44709,3000
119295,1.135087E-04,186.3138,7.674195,6.961855,8.089134E-04,130.1269,0,3803.534,512.322,548.6747,253.7086,243.7767,1.177844E-02,211.3041,154.0078,491.6153,5.590173,13.19381,0,78.38905,35.00191,132.2086,491.589,13.16799,30.20727,29.43475,3000
119326,1.132176E-04,186.3172,7.674189,6.961867,5.893365E-03,130.1268,0,3803.503,512.3221,548.6712,253.7086,243.7682,1.106297E-02,211.3076,154.0083,491.6044,5.586491,13.1941,0,78.41995,35.00191,132.1898,491.5778,13.16827,30.20017,29.42189,3000
119359,1.129259E-04,186.3094,7.6742,6.961879,1.041828E-02,130.1264,0,3803.471,512.3221,548.6676,253.7086,243.7599,7.248954E-03,211.2997,154.0087,491.5965,5.583543,13.19444,0,78.39787,35.00191,132.1756,491.5696,13.1686,30.20067,29.40454,3000
119392,1.12346E-04,186.3146,7.674213,6.961905,0,130.1268,0,3803.441,512.3221,548.6642,253.7025,243.7522,8.981573E-03,211.3009,154.0093,491.5863,5.579119,13.19482,0,78.22947,35.00191,132.1556,491.5567,13.16902,30.20537,29.39966,3000
119425,1.120607E-04,186.3186,7.674202,6.961918,0,130.1272,0,3803.405,512.3221,548.6609,253.7024,243.7451,0.0121042,211.2952,153.8757,491.5731,5.575426,13.1951,0,78.37405,35.00191,132.1372,491.5453,13.16922,30.21108,29.39614,3000
119460,1.114854E-04,186.3106,7.674191,6.961931,5.940657E-03,130.1273,0,3803.326,512.3221,548.6538,253.7024,243.7327,7.121868E-03,211.3058,153.8763,491.5614,5.571732,13.19525,0,78.34206,35.00191,132.1196,491.5337,13.16936,30.21647,29.39159,3000
119491,1.111981E-04,186.3124,7.67419,6.961945,8.362603E-03,130.1275,0,3803.285,512.3221,548.6503,253.7024,243.7269,7.095797E-03,211.3085,153.8768,491.5492,5.568036,13.19537,0,78.13264,35.00191,132.1033,491.5217,13.16946,30.21879,29.38834,3000
119524,1.106271E-04,186.3155,7.674192,6.961958,0,130.1279,0,3803.242,512.3221,548.647,253.7004,243.7214,8.015061E-03,211.3128,153.8772,491.5386,5.565076,13.19536,0,78.23286,35.00191,132.089,491.5119,13.16946,30.21275,29.38353,3000
119626,1.094968E-04,186.3118,7.674181,6.962001,4.553761E-03,130.1278,0,3803.061,512.3222,548.6334,253.6983,243.6972,6.678961E-03,211.3477,153.8786,491.5052,5.555436,13.19589,0,78.494,35.00191,132.0403,491.4821,13.16996,30.17434,29.33949,3000
119659,1.089374E-04,186.3074,7.674182,6.96201,0,130.1278,0,3803.022,512.3222,548.6298,253.6943,243.6895,1.255763E-02,211.3563,153.8792,491.4894,5.550975,13.19631,0,78.28645,35.00191,132.0212,491.4686,13.17037,30.17373,29.32622,3000
119691,1.08658E-04,186.31,7.67417,6.962019,9.478725E-04,130.1278,0,3802.983,512.3222,548.6265,253.6942,243.6813,1.146553E-02,211.3509,153.8796,491.4774,5.548003,13.19639,0,78.19572,35.00191,132.0082,491.4584,13.17044,30.17788,29.32463,3000
119724,1.081001E-04,186.318,7.674167,6.962036,8.836208E-03,130.1284,0,3802.943,512.3223,548.6229,253.6942,243.6726,7.538866E-03,211.3651,153.8801,491.4638,5.545025,13.19628,0,78.14247,35.00191,131.9953,491.4473,13.17032,30.18067,29.32323,3000
119757,1.078216E-04,186.3108,7.674171,6.962044,3.283107E-03,130.1285,0,3802.859,512.3223,548.6157,253.6921,243.6549,7.351734E-03,211.3735,153.8806,491.4457,5.541299,13.19601,0,77.96657,35.00191,131.9796,491.4325,13.17006,30.15581,29.29865,3000
119791,1.075478E-04,186.3107,7.674173,6.962052,1.179274E-03,130.1292,0,3802.816,512.3223,548.6118,253.692,243.6462,1.192284E-02,211.3883,153.8812,491.4226,5.536826,13.19562,0,78.09911,35.00191,131.9586,491.4139,13.1697,30.09909,29.26954,3000
119824,1.069956E-04,186.3174,7.674168,6.96206,4.532441E-03,130.13,0,3802.766,512.3224,548.6082,253.692,243.6377,1.095236E-02,211.3934,153.8817,491.4028,5.533096,13.19534,0,78.17725,35.00191,131.9407,491.3983,13.16944,30.0582,29.24387,3000
119857,1.064462E-04,186.3214,7.67419,6.962071,7.487124E-03,130.1305,0,3802.713,512.3226,548.6044,253.6899,243.6293,7.392265E-03,211.4038,153.8824,491.3794,5.528615,13.1952,0,78.2449,35.00191,131.9194,491.3798,13.16932,30.01858,29.19634,3000
119889,1.06172E-04,186.3316,7.674201,6.962075,7.787246E-04,130.1302,0,3802.659,512.3226,548.6005,253.6899,243.6207,9.005624E-03,211.4162,153.7489,491.3603,5.524874,13.19521,0,78.22075,35.00191,131.9025,491.3644,13.16933,29.99299,29.16844,3000
119922,1.056296E-04,186.3365,7.674194,6.962079,3.942792E-03,130.1297,0,3802.569,512.3228,548.5926,253.6899,243.6021,0.0117879,211.4184,153.7494,491.341,5.52113,13.19519,0,78.26884,35.00191,131.8851,491.3483,13.16931,29.97484,29.15647,3000
119955,1.053587E-04,186.3301,7.674198,6.962082,8.259159E-03,130.1288,0,3802.528,512.323,548.5886,253.6899,243.5923,8.073119E-03,211.4125,153.75,491.3218,5.517382,13.1952,0,78.14558,35.00191,131.8685,491.3318,13.16932,29.95789,29.12253,3000
119989,1.050873E-04,186.3324,7.674201,6.96209,0,130.1287,0,3802.495,512.323,548.5846,253.6881,243.5826,9.036048E-03,211.4214,153.7505,491.3024,5.513632,13.19517,0,78.10555,35.00191,131.852,491.3149,13.1693,29.93785,29.10633,3000
120022,1.045477E-04,186.3363,7.67419,6.962094,0,130.1285,0,3802.462,512.323,548.5806,253.6881,243.5733,1.277319E-02,211.4071,153.751,491.2827,5.509878,13.19506,0,78.23992,35.00191,131.8342,491.2971,13.1692,29.91475,29.09834,3000
120055,1.040136E-04,186.3444,7.674179,6.962099,8.167909E-03,130.1288,0,3802.39,512.3231,548.5722,253.6881,243.5575,1.102081E-02,211.3976,153.7514,491.2672,5.506874,13.19501,0,78.20467,35.00191,131.8205,491.2829,13.16915,29.8968,29.06005,3000
120088,1.037468E-04,186.3491,7.674184,6.962103,1.276177E-02,130.1292,0,3802.354,512.3231,548.5681,253.6881,243.5508,7.781101E-03,211.3947,153.752,491.2483,5.503115,13.19501,0,78.101,35.00191,131.8039,491.2653,13.16915,29.87071,29.04532,3000
120121,1.034795E-04,186.3414,7.6742,6.962108,6.793524E-03,130.1294,0,3802.314,512.3231,548.564,253.686,243.5444,7.05948E-03,211.405,153.7526,491.2254,5.498605,13.19492,0,77.96809,35.00191,131.7847,491.2434,13.16907,29.84629,29.02618,3000
120154,1.029482E-04,186.3439,7.6742,6.962117,3.602015E-03,130.1291,0,3802.271,512.3233,548.5601,253.686,243.5383,1.169535E-02,211.3978,153.7533,491.2021,5.494097,13.19469,0,78.26665,35.00191,131.7625,491.2207,13.16884,29.81908,28.98101,3000
120186,1.026841E-04,186.3468,7.674203,6.962121,8.837211E-03,130.1291,0,3802.232,512.3235,548.5557,253.686,243.5321,7.698047E-03,211.4081,153.7538,491.1839,5.490338,13.19466,0,78.12585,35.00191,131.7457,491.2026,13.16883,29.78443,28.96387,3000
120220,1.021596E-04,186.3545,7.674207,6.962126,9.271728E-03,130.1284,0,3802.157,512.3235,548.5473,253.6839,243.5191,8.553422E-03,211.3981,153.7542,491.1695,5.487329,13.19468,0,78.06892,35.00191,131.7326,491.1881,13.16885,29.76881,28.94556,3000
120253,1.018964E-04,186.3462,7.674205,6.962137,4.103151E-03,130.1284,0,3802.123,512.3237,548.5432,253.6839,243.5125,1.191662E-02,211.3911,153.7549,491.1482,5.482812,13.19464,0,78.32162,35.00191,131.7103,491.1661,13.16881,29.74746,28.91199,3000
